"Taxon","Exclude","Hybrid","US","Standard","US_East","US_Gulf","US_West","Oligochaeta"
"Sthenelais minor",,"II",,"II",,,,"No"
"Sthenelais tertiaglabra",,"I","I","I",,,"I","No"
"Sthenelais verruculosa",,"I","I","I",,,"I","No"
"Sthenelais zetlandica",,"II",,"II",,,,"No"
"Sthenelanella uniformis",,"III",,"III",,,,"No"
"Sthenolepis",,"I",,"I",,,,"No"
"Sthenolepis grubei",,"I",,"I",,,,"No"
"Sthenolepis japonica",,"I",,"I",,,,"No"
"Sthenolepsis yhleni",,"I",,"I",,,,"No"
"Stichaster",,"I",,"I",,,,"No"
"Streblosoma",,"II","II","I",,,"II","No"
"Streblosoma bairdi",,"II","II","I",,,"II","No"
"Streblosoma hartmanae",,"I","I","I",,"I",,"No"
"Streblosoma intestinale",,"I",,"I",,,,"No"
"Streblospio",,"IV","IV","III",,"IV",,"No"
"Streblospio benedicti",,"IV","IV","III","IV","IV","III","No"
"Streblospio dekhuyzeni",,"III",,"III",,,,"No"
"Streblospio gynobranchiata",,"IV","IV",,,"IV",,"No"
"Streblospio shrubsolii",,"III",,"III",,,,"No"
"Streptospinigera heteroseta",,"III","III",,,"III",,"No"
"Streptosyllis",,"II","II","II","II","III",,"No"
"Streptosyllis arenae",,"III","III","II",,"III",,"No"
"Streptosyllis bidentata",,"II",,"II",,,,"No"
"Streptosyllis campoyi",,"II",,"II",,,,"No"
"Streptosyllis pettiboneae",,"III","III",,,"III",,"No"
"Streptosyllis websteri",,"III","III","II","III","III",,"No"
"Striarca lactea",,"I",,"I",,,,"No"
"Strobiligera brychia",,"I",,"I",,,,"No"
"Strongylocentrotus droebachiensis",,"I",,"I",,,,"No"
"Styela",,"II",,"II",,,,"No"
"Styela clava",,"II",,"II",,,,"No"
"Stylaria",,"V",,"V",,,,"No"
"Stylaria lacustris",,"V",,"V",,,,"No"
"Stylarioides",,"I",,"I",,,,"No"
"Stylarioides eruca",,"I",,"I",,,,"No"
"Stylarioides monilifer",,"I",,"I",,,,"No"
"Stylarioides plumosa",,"I",,"I",,,,"No"
"Stylatula",,"II","II",,,,"II","No"
"Stylochus ellipticus",,"II","II","II","II",,,"No"
"Subadyte pellucida",,"II",,"II",,,,"No"
"Suberites carnosus",,"II",,"II",,,,"No"
"Suberites ficus",,"II",,"II",,,,"No"
"Sulcoretusa xystrum",,"II",,"II",,,,"No"
"Sycon raphanus",,"I",,"I",,,,"No"
"Syllidae","Yes",,,,"II","III",,"No"
"Syllides",,"III","III","II",,"III",,"No"
"Syllides armata",,"II",,"II",,,,"No"
"Syllides bansei",,"III","III","II",,"III",,"No"
"Syllides benedicti",,"II",,"II",,,,"No"
"Syllides caribica",,"II",,"II",,,,"No"
"Syllides convolutus",,"II",,"II",,,,"No"
"Syllides edentatus",,"II",,"II",,,,"No"
"Syllides edentula",,"II",,"II",,,,"No"
"Syllides fulva",,"II",,"II",,,,"No"
"Syllides fulvus",,"II",,"II",,,,"No"
"Syllides japonicus",,"II",,"II",,,,"No"
"Syllides longocirrata",,"II",,"II",,,,"No"
"Syllides verrilli",,"II","II",,"II",,,"No"
"Syllidia",,"II",,"II",,,,"No"
"Syllidia armata",,"II",,"II",,,,"No"
"Syllis",,"III","III","II","II","III",,"No"
"Syllis alosae",,"II",,"II",,,,"No"
"Syllis alternata",,"II","II","II","II",,,"No"
"Syllis amica",,"II",,"II",,,,"No"
"Syllis armillaris",,"II",,"II",,,,"No"
"Syllis beneliahuae",,"II","III","II",,"III",,"No"
"Syllis beneliahui",,"III","III","II",,"III",,"No"
"Syllis botosaneanui",,"II",,"II",,,,"No"
"Syllis brevipennis",,"II",,"II",,,,"No"
"Syllis broomensis",,"III","III",,,"III",,"No"
"Syllis columbretensis",,"II",,"II",,,,"No"
"Syllis compacta",,"II",,"II",,,,"No"
"Syllis corallicola",,"III","III","II",,"III",,"No"
"Syllis corallicoloides",,"II",,"II",,,,"No"
"Syllis cornuta",,"III","III","II",,"III",,"No"
"Syllis danieli",,"III","III",,,"III",,"No"
"Syllis farallonensis",,"I",,"I",,,,"No"
"Syllis fasciata",,"II",,"II",,,,"No"
"Syllis ferrani",,"II",,"II",,,,"No"
"Syllis ferrugina",,"III","III","II",,"III",,"No"
"Syllis garciai",,"II",,"II",,,,"No"
"Syllis gerlachi",,"II",,"II",,,,"No"
"Syllis gerundensis",,"II",,"II",,,,"No"
"Syllis gracilis",,"III","III","II",,"III",,"No"
"Syllis hyalina",,"II",,"II",,,,"No"
"Syllis hyperioni",,"II",,"II",,,,"No"
"Syllis jorgei",,"II",,"II",,,,"No"
"Syllis krohni",,"II",,"II",,,,"No"
"Syllis lutea",,"II",,"II",,,,"No"
"Syllis maryae",,"II",,"II",,,,"No"
"Syllis nipponica",,"III",,"III",,,,"No"
"Syllis ortizi",,"II",,"II",,,,"No"
"Syllis parapari",,"II",,"II",,,,"No"
"Syllis pontxioi",,"II",,"II",,,,"No"
"Syllis prolifera",,"II",,"II",,,,"No"
"Syllis pulvinata",,"II",,"II",,,,"No"
"Syllis rosea",,"II",,"II",,,,"No"
"Syllis torquata",,"II",,"II",,,,"No"
"Syllis truncata",,"II",,"II",,,,"No"
"Syllis variegata",,"II",,"II",,,,"No"
"Syllis vittata",,"II",,"II",,,,"No"
"Syllis vivipara",,"II",,"II",,,,"No"
"Syllis westheidei",,"II",,"II",,,,"No"
"Syllis zonata",,"II",,"II",,,,"No"
"Synalpheus",,"II",,"II",,,,"No"
"Synaptotanais notabilis",,"III","III","III",,,"III","No"
"Synchelidium",,"I",,"I",,,,"No"
"Synchelidium americanum",,"I",,"I",,,,"No"
"Synchelidium haplocheles",,"I",,"I",,,,"No"
"Synchelidium longidigitatum",,"I",,"I",,,,"No"
"Synchelidium maculatum",,"I",,"I",,,,"No"
"Synchelidium shoemakeri",,"I",,"I",,,,"No"
"Synchelidium tenuimanum",,"I",,"I",,,,"No"
"Synelmis",,"II",,"II",,,,"No"
"Synelmis albini",,"II",,"II",,,,"No"
"Synelmis ewingi",,"II",,"II",,,,"No"
"Synelmis klatti",,"II",,"II",,,,"No"
"Tabanidae","Yes",,,,,,"III","No"
"Tagelus",,"II",,"II",,,,"No"
"Tagelus affinis",,"II",,"II",,,,"No"
"Tagelus californianus",,"II",,"II",,,,"No"
"Tagelus divisus",,"II","II","II","II",,,"No"
"Tagelus plebeius",,"III","III","III","III",,,"No"
"Tagelus subteres",,"II","II","II",,,"II","No"
"Tanaidacea","Yes",,,"II",,,,"No"
"Tanais",,"II",,"II",,,,"No"
"Tanais chevreuxi",,"II",,"II",,,,"No"
"Tanais dulongii",,"II",,"II",,,,"No"
"Tanais gracilis",,"II",,"II",,,,"No"
"Tanaissus lilljeborgi",,"III",,"III",,,,"No"
"Tanaissus psammophilus",,"II","II",,"II",,,"No"
"Tanaopsis graciloides",,"III",,"III",,,,"No"
"Tanypus",,"IV",,"IV",,,,"No"
"Tanypus neopunctipennis",,"IV",,"IV",,,,"No"
"Tanypus stellatus",,"IV",,"IV",,,,"No"
"Tanytarsini",,"IV",,"IV",,,,"No"
"Tanytarsus",,"IV",,"IV",,,,"No"
"Tapes",,"I",,"I",,,,"No"
"Tapes aurea",,"I",,"I",,,,"No"
"Tapes decussata",,"I",,"I",,,,"No"
"Tapes philippinarum",,"III",,"III",,,,"No"
"Tapes pullastra",,"I",,"I",,,,"No"
"Tapes rhomboides",,"I",,"I",,,,"No"
"Tapes semidecussata",,"III",,"III",,,,"No"
"Tardigrada",,"V",,"V",,,,"No"
"Tauberia gracilis",,"III",,"III",,,,"No"
"Tawera gayi",,"I",,"I",,,,"No"
"Taylorpholoe hirsuta",,"II","II",,,"II",,"No"
"Tectonatica rizzae",,"II",,"II",,,,"No"
"Tectura",,"I",,"I",,,,"No"
"Tectura depicta",,"I",,"I",,,,"No"
"Tectura testudinalis",,"I",,"I",,,,"No"
"Tectura virginea",,"I",,"I",,,,"No"
"Teinostoma supravallatum",,"II",,"II",,,,"No"
"Telepsavus costarum",,"I",,"I",,,,"No"
"Tellidora cristata",,"I",,"I",,,,"No"
"Tellimya ferruginosa",,"II",,"II",,,,"No"
"Tellina",,"II","II","I","II","I","II","No"
"Tellina aequistriata",,"I","I",,,"I",,"No"
"Tellina agilis",,"II","II","I","II",,,"No"
"Tellina alternata",,"I","I",,,"I",,"No"
"Tellina balaustina",,"I",,"I",,,,"No"
"Tellina cadieni",,"II",,"II",,,,"No"
"Tellina capsoides",,"I",,"I",,,,"No"
"Tellina carpenteri",,"II","II","II",,,"II","No"
"Tellina compressa",,"I",,"I",,,,"No"
"Tellina crassa",,"I",,"I",,,,"No"
"Tellina distorta",,"I",,"I",,,,"No"
"Tellina donacina",,"I",,"I",,,,"No"
"Tellina exigua",,"I",,"I",,,,"No"
"Tellina fabula",,"I",,"I",,,,"No"
"Tellina fabuloides",,"I",,"I",,,,"No"
"Tellina idae",,"II",,"II",,,,"No"
"Tellina incarnata",,"I",,"I",,,,"No"
"Tellina iridescens",,"II",,"II",,,,"No"
"Tellina iris",,"I","I",,,"I",,"No"
"Tellina laevigata",,"II",,"II",,,,"No"
"Tellina lineata",,"I","I",,,"I",,"No"
"Tellina listeri",,"I","I",,,"I",,"No"
"Tellina mera",,"I","I",,,"I",,"No"
"Tellina meropsis",,"II",,"II",,,,"No"
"Tellina merus",,"I","I",,,"I",,"No"
"Tellina modesta",,"II","II","II",,,"II","No"
"Tellina nitida",,"I",,"I",,,,"No"
"Tellina nuculoides",,"II","II","II",,,"II","No"
"Tellina planata",,"I",,"I",,,,"No"
"Tellina pulchella",,"I",,"I",,,,"No"
"Tellina pusilla",,"I",,"I",,,,"No"
"Tellina pygmaea",,"I",,"I",,,,"No"
"Tellina pygmaeus",,"I",,"I",,,,"No"
"Tellina radiata",,"I","I","II",,"I",,"No"
"Tellina rutila",,"II",,"II",,,,"No"
"Tellina serrata",,"I",,"I",,,,"No"
"Tellina similis",,"I","I",,,"I",,"No"
"Tellina squalida",,"I",,"I",,,,"No"
"Tellina squamifera",,"I","I","I",,"I",,"No"
"Tellina sulcata",,"I",,"I",,,,"No"
"Tellina tampaensis",,"I","I",,,"I",,"No"
"Tellina tenella",,"I","I",,,"I",,"No"
"Tellina tenuis",,"I",,"I",,,,"No"
"Tellina texana",,"I","I","I",,"I",,"No"
"Tellina versicolor",,"I","I","I",,"I",,"No"
"Tellina wallace",,"I",,"I",,,,"No"
"Tellinella listeri",,"I","I",,,"I",,"No"
"Tellinidae","Yes",,,"I",,"I",,"No"
"Tenonia priops",,"II","II","II",,,"II","No"
"Terebella ehrembergi",,"I",,"I",,,,"No"
"Terebella lapidaria",,"I",,"I",,,,"No"
"Terebella maculata",,"I",,"I",,,,"No"
"Terebellides",,"II","II","I","II",,"II","No"
"Terebellides atlantis",,"I","I",,"I",,,"No"
"Terebellides californica",,"II","II","II",,,"II","No"
"Terebellides carmenensis",,"I",,"I",,,,"No"
"Terebellides klemani",,"I",,"I",,,,"No"
"Terebellides lanai",,"I",,"I",,,,"No"
"Terebellides parvus",,"I",,"I",,,,"No"
"Terebellides reishi",,"II","II",,,,"II","No"
"Terebellides stroemi",,"II","II",,,,"II","No"
"Terebellides stroemii",,"II","II","II","II","II","II","No"
"Terebra areolata",,"II",,"II",,,,"No"
"Terebra dislocata",,"I",,"I",,,,"No"
"Terebra laevigata",,"II",,"II",,,,"No"
"Terebra protexta",,"I",,"I",,,,"No"
"Terebratulina retusa",,"I",,"I",,,,"No"
"Tethya aurantium",,"I",,"I",,,,"No"
"Tethygeneia opata",,"II","II",,,,"II","No"
"Tethygenia opata",,"II",,"II",,,,"No"
"Tethyum fibrosa",,"II",,"II",,,,"No"
"Tetrastemma",,"II","II","III","II","II","II","No"
"Tetrastemma candidum",,"II","II","III",,,"II","No"
"Tetrastemma flavidum",,"III",,"III",,,,"No"
"Tetrastemma longissimum",,"III",,"III",,,,"No"
"Tetrastemma melanocephalum",,"III",,"III",,,,"No"
"Tetrastemma vermiculus",,"III",,"III",,,,"No"
"Texadina",,"II","II",,,"II",,"No"
"Texadina barretti",,"II","II",,,"II",,"No"
"Texadina sphinctostoma",,"II","II",,,"II",,"No"
"Thabalagamia fauveli",,"III",,"III",,,,"No"
"Thalassema",,"I",,"I",,,,"No"
"Thalassema neptuni",,"I",,"I",,,,"No"
"Thalassema philostracum",,"I",,"I",,,,"No"
"Thalassema thalassemum",,"I",,"I",,,,"No"
"Thallenessa dendrolepis",,"I",,"I",,,,"No"
"Tharyx",,"III","III","IV","III","III",,"No"
"Tharyx acutus",,"III","III","IV","III","III",,"No"
"Tharyx annulosus",,"III","III","IV",,"III",,"No"
"Tharyx dorsobranchialis",,"III","III","IV",,"III",,"No"
"Tharyx heterochaeta",,"IV",,"IV",,,,"No"
"Tharyx killariensis",,"IV",,"IV",,,,"No"
"Tharyx marioni",,"IV",,"IV",,,,"No"
"Tharyx mcintoshi",,"IV",,"IV",,,,"No"
"Tharyx mcintosi",,"IV",,"IV",,,,"No"
"Tharyx monilaris",,"IV",,"IV",,,,"No"
"Tharyx multibranchiis",,"IV",,"IV",,,,"No"
"Tharyx parvus",,"III","III",,,,"III","No"
"Tharyx tesselata",,"IV",,"IV",,,,"No"
"Thelepus",,"II",,"II",,,,"No"
"Thelepus cincinnatus",,"II",,"II",,,,"No"
"Thelepus hamatus",,"II",,"II",,,,"No"
"Thelepus setosus",,"II",,"II",,,,"No"
"Themiste",,"I",,"I",,,,"No"
"Theodoxus",,"I",,"I",,,,"No"
"Theodoxus fluviatilis",,"I",,"I",,,,"No"
"Theora fragilis",,"IV",,"IV",,,,"No"
"Theora lata",,"I",,"I",,,,"No"
"Theora lubrica",,"III","III","III",,,"III","No"
"Thia scutellata",,"II",,"II",,,,"No"
"Thoralus cranchii",,"I",,"I",,,,"No"
"Thoralus sollaudi",,"I",,"I",,,,"No"
"Thracia",,"I",,"I",,,,"No"
"Thracia convexa",,"I",,"I",,,,"No"
"Thracia distorta",,"I",,"I",,,,"No"
"Thracia myopsis",,"I",,"I",,,,"No"
"Thracia papyracea",,"I",,"I",,,,"No"
"Thracia phaseolina",,"I",,"I",,,,"No"
"Thracia pubescens",,"I",,"I",,,,"No"
"Thracia rectangularis",,"I",,"I",,,,"No"
"Thracia trapezoides",,"II","II",,,,"II","No"
"Thracia villosiuscula",,"I",,"I",,,,"No"
"Thyasira",,"II",,"II",,,,"No"
"Thyasira alleni",,"III",,"III",,,,"No"
"Thyasira croulinensis",,"I",,"I",,,,"No"
"Thyasira equalis",,"III",,"III",,,,"No"
"Thyasira eumyaria",,"II",,"II",,,,"No"
"Thyasira ferruginea",,"II",,"II",,,,"No"
"Thyasira flexuosa",,"III","III","III",,,"III","No"
"Thyasira gouldi",,"I","I","I","I",,,"No"
"Thyasira incrassata",,"II",,"II",,,,"No"
"Thyasira obsoleta",,"I",,"I",,,,"No"
"Thyasira planata",,"III",,"III",,,,"No"
"Thyasira pygmaea",,"I",,"I",,,,"No"
"Thyasira sarsi",,"III",,"III",,,,"No"
"Thyasira succisa",,"III",,"III",,,,"No"
"Thyone",,"I",,"I",,,,"No"
"Thyone cherbonnieri",,"I",,"I",,,,"No"
"Thyone elegans",,"I",,"I",,,,"No"
"Thyone fusus",,"I",,"I",,,,"No"
"Thyone gadeana",,"I",,"I",,,,"No"
"Thyone inermis",,"I",,"I",,,,"No"
"Thyone raphanus",,"I",,"I",,,,"No"
"Thyone roscovita",,"I",,"I",,,,"No"
"Thyonidium drummondii",,"I",,"I",,,,"No"
"Thysanocardia nigra",,"II","II","II",,,"II","No"
"Thysanocardia procera",,"I",,"I",,,,"No"
"Tiburonella viscana",,"I",,"I",,,,"No"
"Timarete",,"IV",,"IV",,,,"No"
"Timarete filigera",,"IV",,"IV",,,,"No"
"Timoclea",,"I",,"I",,,,"No"
"Timoclea concinua",,"I",,"I",,,,"No"
"Timoclea ovata",,"I",,"I",,,,"No"
"Tindaria",,"I",,"I",,,,"No"
"Tindaria striata",,"I",,"I",,,,"No"
"Tipulidae","Yes",,,"IV",,,,"No"
"Tiron biocellata",,"I",,"I",,,,"No"
"Tiron spiniferus",,"I",,"I",,,,"No"
"Tmetonyx",,"I",,"I",,,,"No"
"Tmetonyx cicada",,"I",,"I",,,,"No"
"Tmetonyx similis",,"I",,"I",,,,"No"
"Tonicella marmorea",,"I",,"I",,,,"No"
"Tonicella rubra",,"I",,"I",,,,"No"
"Tonicia atrata",,"I",,"I",,,,"No"
"Tozeuma carolinense",,"I",,"I",,,,"No"
"Trachycardium",,"II",,"II",,,,"No"
"Trachycardium magnum",,"II",,"II",,,,"No"
"Trachycardium muricatum",,"II",,"II",,,,"No"
"Trachycardium quadragenarium",,"II","II","II",,,"II","No"
"Trachythyone",,"I",,"I",,,,"No"
"Trachythyone elongata",,"I",,"I",,,,"No"
"Trachythyone tergestina",,"I",,"I",,,,"No"
"Tragula fenestrata",,"II",,"II",,,,"No"
"Transenella tantilla",,"III",,"III",,,,"No"
"Transennella",,"I","I","I",,"I",,"No"
"Traskorchestia georgiana",,"I","I",,,,"I","No"
"Traskorchestia traskiana",,"I","I",,,,"I","No"
"Travisia",,"I",,"I",,,,"No"
"Travisia brevis",,"I","I",,,,"I","No"
"Travisia forbesii",,"I",,"I",,,,"No"
"Travisia japonica",,"I",,"I",,,,"No"
"Travisia pupa",,"I",,"I",,,,"No"
"Tresus",,"II","II","II",,,"II","No"
"Trichobranchidae","Yes",,,"II",,,,"No"
"Trichobranchus",,"II",,"II",,,,"No"
"Trichobranchus bibranchiatus",,"II",,"II",,,,"No"
"Trichobranchus glacialis",,"II","II","II",,,"II","No"
"Trichobranchus roseus",,"II",,"II",,,,"No"
"Trichophoxus epistomus",,"II",,"II",,,,"No"
"Tricolia",,"I",,"I",,,,"No"
"Tricolia affinis",,"I",,"I",,,,"No"
"Tricolia pullus",,"I",,"I",,,,"No"
"Tricolia speciosa",,"I",,"I",,,,"No"
"Tricolia speculosa",,"I",,"I",,,,"No"
"Tricolia tenuis",,"I",,"I",,,,"No"
"Tridonta",,"I",,"I",,,,"No"
"Tridonta borealis",,"I",,"I",,,,"No"
"Tridonta elliptica",,"I",,"I",,,,"No"
"Tridonta montagui",,"I",,"I",,,,"No"
"Trigonothracia jinxingae",,"I",,"I",,,,"No"
"Triphora",,"I",,"I",,,,"No"
"Triphora adversa",,"I",,"I",,,,"No"
"Triphora aspera",,"I",,"I",,,,"No"
"Triphora erythrosoma",,"I",,"I",,,,"No"
"Triphora perversa",,"I",,"I",,,,"No"
"Tritella pilimana",,"II","II",,,,"II","No"
"Tritonia",,"I",,"I",,,,"No"
"Tritonia hombergi",,"I",,"I",,,,"No"
"Tritonia plebeia",,"I",,"I",,,,"No"
"Tritonia varicosa",,"II",,"II",,,,"No"
"Trivia arctica",,"I",,"I",,,,"No"
"Trivia europea",,"I",,"I",,,,"No"
"Trivia monacha",,"I",,"I",,,,"No"
"Trivia pulex",,"I",,"I",,,,"No"
"Trochochaeta multisetosa",,"II","II","III",,,"II","No"
"Trochus",,"I",,"I",,,,"No"
"Trophon muricatus",,"I",,"I",,,,"No"
"Trophonopsis",,"I",,"I",,,,"No"
"Trophonopsis barvicensis",,"I",,"I",,,,"No"
"Trophonopsis muricatus",,"I",,"I",,,,"No"
"Tropidomya abbreviata",,"I",,"I",,,,"No"
"Truncatella subcylindrica",,"III",,"III",,,,"No"
"Tryonia",,"I","I","I",,,"I","No"
"Trypanosyllis",,"II",,"II",,,,"No"
"Trypanosyllis aeolis",,"II",,"II",,,,"No"
"Trypanosyllis coeliaca",,"II",,"II",,,,"No"
"Trypanosyllis gemmipara",,"II",,"II",,,,"No"
"Trypanosyllis vittigera",,"II",,"II",,,,"No"
"Trypanosyllis zebra",,"II",,"II",,,,"No"
"Tryphosella",,"I",,"I",,,,"No"
"Tryphosella horingi",,"I",,"I",,,,"No"
"Tryphosella longidactyla",,"I",,"I",,,,"No"
"Tryphosella nanoides",,"I",,"I",,,,"No"
"Tryphosella sarsi",,"I",,"I",,,,"No"
"Tryphosites",,"I",,"I",,,,"No"
"Tryphosites longipes",,"I",,"I",,,,"No"
"Trypilaster philippi",,"I",,"I",,,,"No"
"Tuberapseudes echinatus",,"III",,"III",,,,"No"
"Tubifex costatus",,"V",,"V",,,,"Yes"
"Tubifex litoralis",,"V",,"V",,,,"Yes"
"Tubifex nerthus",,"V",,"V",,,,"Yes"
"Tubifex tubifex",,"V",,"V",,,,"Yes"
"Tubificidae",,"V","V","V","IV","V","V","Yes"
"Tubificoides",,"IV","IV","V","III","IV",,"Yes"
"Tubificoides amplivasatus",,"V",,"V",,,,"Yes"
"Tubificoides benedii",,"V",,"V",,,,"Yes"
"Tubificoides brownae",,"III","III","V","III",,,"Yes"
"Tubificoides crenacoleus",,"V",,"V",,,,"Yes"
"Tubificoides galiciensis",,"V",,"V",,,,"Yes"
"Tubificoides heterochaetus",,"III","III","V","III","V",,"Yes"
"Tubificoides insularis",,"V",,"V",,,,"Yes"
"Tubificoides pseudogaster",,"V",,"V",,,,"Yes"
"Tubificoides swirencoides",,"V",,"V",,,,"Yes"
"Tubificoides vestibulatus",,"V",,"V",,,,"Yes"
"Tubificoides wasselli",,"III","III","V","IV","III",,"Yes"
"Tubulanus",,"II","II","II","II","II",,"No"
"Tubulanus annulatus",,"II",,"II",,,,"No"
"Tubulanus cingulatus",,"II","II",,,,"II","No"
"Tubulanus linearis",,"II",,"II",,,,"No"
"Tubulanus polymorphus",,"II","II","II",,,"II","No"
"Tubulanus rhabdotus",,"II","II",,,"II",,"No"
"Tubularia",,"I",,"I",,,,"No"
"Tubularia larynx",,"I",,"I",,,,"No"
"Turbellaria","Yes",,,"II",,,,"No"
"Turboella parva",,"I",,"I",,,,"No"
"Turbonilla",,"I","I","I","I","I",,"No"
"Turbonilla acuta",,"I",,"I",,,,"No"
"Turbonilla acutissima",,"I",,"I",,,,"No"
"Turbonilla conradi",,"I","I",,,"I",,"No"
"Turbonilla crenata",,"I",,"I",,,,"No"
"Turbonilla delicata",,"I",,"I",,,,"No"
"Turbonilla elegantissima",,"I",,"I",,,,"No"
"Turbonilla interrupta",,"I","I","I","I","I",,"No"
"Turbonilla lactea",,"I",,"I",,,,"No"
"Turbonilla obliquata",,"I",,"I",,,,"No"
"Turbonilla portoricana",,"I","I",,,"I",,"No"
"Turbonilla pusilla",,"I",,"I",,,,"No"
"Turbonilla rufa",,"I",,"I",,,,"No"
"Turritella",,"I",,"I",,,,"No"
"Turritella auricincta",,"I",,"I",,,,"No"
"Turritella biplicata",,"I",,"I",,,,"No"
"Turritella brocchii",,"I",,"I",,,,"No"
"Turritella communis",,"II",,"II",,,,"No"
"Turritella triplicata",,"I",,"I",,,,"No"
"Turritella turbona",,"I",,"I",,,,"No"
"Turtonia minuta",,"II",,"II",,,,"No"
"Tylonereis bogoyawlenskyi",,"III",,"III",,,,"No"
"Typhlotanais",,"II",,"II",,,,"No"
"Typhlotanais aequiremis",,"II",,"II",,,,"No"
"Typhlotanais tenuimanus",,"II",,"II",,,,"No"
"Typosillis amica",,"II",,"II",,,,"No"
"Typosyllis",,"II",,"II",,,,"No"
"Typosyllis amica",,"II",,"II",,,,"No"
"Typosyllis armillaris",,"III","III","II",,"III",,"No"
"Typosyllis brevipennis",,"II",,"II",,,,"No"
"Typosyllis caeca",,"II","II",,,,"II","No"
"Typosyllis corallicola",,"III","III",,,"III",,"No"
"Typosyllis cornuta",,"II","II","II",,,"II","No"
"Typosyllis garciai",,"II",,"II",,,,"No"
"Typosyllis gerlachi",,"II",,"II",,,,"No"
"Typosyllis heterochaeta",,"II","II",,,,"II","No"
"Typosyllis hyalina",,"I",,"I",,,,"No"
"Typosyllis krohni",,"II",,"II",,,,"No"
"Typosyllis lutea",,"III","III",,,"III",,"No"
"Typosyllis nipponica",,"III","III",,,,"III","No"
"Typosyllis ortizi",,"II",,"II",,,,"No"
"Typosyllis pigmentata",,"III","III",,,"III",,"No"
"Typosyllis prolifera",,"III","III","II",,"III",,"No"
"Typosyllis truncata cryptica",,"II",,"II",,,,"No"
"Typosyllis variegata",,"III","III","II",,"III",,"No"
"Typosyllis vittata",,"II",,"II",,,,"No"
"Uca arcuata",,"I",,"I",,,,"No"
"Uca sindensis",,"I",,"I",,,,"No"
"Umbonium thomasi",,"II",,"II",,,,"No"
"Umbonium vestiarium",,"II",,"II",,,,"No"
"Uncinais uncinata",,"V",,"V",,,,"No"
"Unciola",,"I",,"I",,,,"No"
"Unciola crenatipalma",,"I",,"I",,,,"No"
"Unciola irrorata",,"I","I","I","I",,,"No"
"Unciola planipes",,"I",,"I",,,,"No"
"Unciola serrata",,"I","I",,"I",,,"No"
"Upogebia",,"I",,"I",,,,"No"
"Upogebia affinis",,"I",,"I",,,,"No"
"Upogebia deltaura",,"I",,"I",,,,"No"
"Upogebia major",,"I",,"I",,,,"No"
"Upogebia pugettensis",,"II","II",,,,"II","No"
"Upogebia pusilla",,"I",,"I",,,,"No"
"Upogebia stellata",,"I",,"I",,,,"No"
"Upogebia tipica",,"I",,"I",,,,"No"
"Upogebia wuhsienweni",,"I",,"I",,,,"No"
"Urechis caupo",,"IV",,"IV",,,,"No"
"Urechis unicinctus",,"II",,"II",,,,"No"
"Uristes entalladurus",,"I",,"I",,,,"No"
"Uristes umbonatus",,"I",,"I",,,,"No"
"Uromunna",,"II",,"II",,,,"No"
"Uromunna reynoldsi",,"II",,"II",,,,"No"
"Uromunna ubiquita",,"II","II","II",,,"II","No"
"Urothoe",,"I",,"I",,,,"No"
"Urothoe brevicornis",,"I",,"I",,,,"No"
"Urothoe corsica",,"I",,"I",,,,"No"
"Urothoe elegans",,"I",,"I",,,,"No"
"Urothoe grimaldii",,"I",,"I",,,,"No"
"Urothoe hesperiae",,"I",,"I",,,,"No"
"Urothoe intermedia",,"I",,"I",,,,"No"
"Urothoe marina",,"I",,"I",,,,"No"
"Urothoe poseidonis",,"I",,"I",,,,"No"
"Urothoe pulchella",,"I",,"I",,,,"No"
"Uroxia aurantiaca",,"I",,"I",,,,"No"
"Urticina",,"I",,"I",,,,"No"
"Valencinia longirostris",,"III",,"III",,,,"No"
"Vargula mediterranea",,"II",,"II",,,,"No"
"Vargula tsujii",,"II",,"II",,,,"No"
"Varicorbula",,"IV",,"IV",,,,"No"
"Varicorbula gibba",,"IV",,"IV",,,,"No"
"Vaunthompsonia",,"II","II",,,"II",,"No"
"Vaunthompsonia cristata",,"I",,"I",,,,"No"
"Vaunthompsonia floridana",,"II","II",,,"II",,"No"
"Vaunthompsonia minor",,"II","II",,,"II",,"No"
"Veneridae","Yes",,,"I",,,,"No"
"Venerupis",,"I",,"I",,,,"No"
"Venerupis aurea",,"I",,"I",,,,"No"
"Venerupis decussata",,"I",,"I",,,,"No"
"Venerupis geographica",,"I",,"I",,,,"No"
"Venerupis philippinarum",,"III","III","III",,,"III","No"
"Venerupis pullastra",,"I",,"I",,,,"No"
"Venerupis rhomboides",,"I",,"I",,,,"No"
"Venerupis senegalensis",,"I",,"I",,,,"No"
"Ventrosia ventrosa",,"III",,"III",,,,"No"
"Venus",,"I",,"I",,,,"No"
"Venus antiqua",,"I",,"I",,,,"No"
"Venus casina",,"I",,"I",,,,"No"
"Venus fasciata",,"I",,"I",,,,"No"
"Venus gallina",,"I",,"I",,,,"No"
"Venus ovata",,"I",,"I",,,,"No"
"Venus striatula",,"I",,"I",,,,"No"
"Venus torcuma",,"I",,"I",,,,"No"
"Venus verrucosa",,"I",,"I",,,,"No"
"Veremolpa micra",,"III",,"III",,,,"No"
"Veretillum",,"I",,"I",,,,"No"
"Veretillum cynomorium",,"I",,"I",,,,"No"
"Vermilia multicristata",,"III",,"III",,,,"No"
"Vermiliopsis",,"II",,"II",,,,"No"
